Utility Characteristics,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
2014,58241,Rock Hall,57081,"Washington Gas Energy Systems, Inc.",MD,PJM,0.0,0,0,155.0,"1,806",1,0.0,0,0,0.0,0,0,155.0,"1,806",1
2014,59090,Rockland Solar,58902,Rockland Solar,NJ,ISNE,0.0,0,0,213.0,"3,056",1,0.0,0,0,0.0,0,0,213.0,"3,056",1
2014,57524,Roger Road WWTP,56857,SunE M5C Holdings LLC,AZ,TEPC,0.0,0,0,0.0,0,0,206.0,"2,144",1,0.0,0,0,206.0,"2,144",1
2014,58479,SEV NM Phase 2,58465,"Green States Energy, Inc.",NM,SWPP,0.0,0,0,240.0,"4,557",3,0.0,0,0,0.0,0,0,240.0,"4,557",3
2014,50537,SRI International Cogen Project,9297,IPT SRI Cogeneration Inc,CA,CISO,0.0,0,0,0.0,0,0,"3,312.0","23,629",1,0.0,0,0,"3,312.0","23,629",1
2014,55120,SRW Cogen LP,57160,DuPont Sabine River Works,TX,MISO,0.0,0,0,0.0,0,0,"14,931.0","424,176",1,0.0,0,0,"14,931.0","424,176",1
2014,55104,Sabine Cogen,16668,Sabine Cogen LP,TX,MISO,0.0,0,0,0.0,0,0,"16,450.0","164,700",1,0.0,0,0,"16,450.0","164,700",1
2014,10789,Sabine River Works,5543,E I DuPont De Nemours & Co,TX,MISO,0.0,0,0,0.0,0,0,"14,930.0","424,176",1,0.0,0,0,"14,930.0","424,176",1
2014,59323,Sacramento (SMUD),57081,"Washington Gas Energy Systems, Inc.",CA,BANC,0.0,0,0,145.0,852,1,0.0,0,0,0.0,0,0,145.0,852,1
2014,58006,Salt Palace Solar Gen Plant,57383,Wasatch View Solar LLC,UT,PACE,.,.,.,204.0,"2,235",1,.,.,.,.,.,.,204.0,"2,235",1
2014,10878,Salton Sea Power Gen Co Unit 1,49899,CalEnergy Operating Corporation,CA,IID,0.0,0,0,"9,714.0","69,146",1,0.0,0,0,0.0,0,0,"9,714.0","69,146",1
2014,57100,Santa Maria LFG Power Plant,56396,J&A-Santa Maria LLC,CA,CISO,0.0,0,0,0.0,0,0,925.0,"9,018",1,0.0,0,0,925.0,"9,018",1
2014,59013,Scituate PV,58863,Main Street Power,MA,ISNE,0.0,0,0,342.0,"4,076",1,0.0,0,0,0.0,0,0,342.0,"4,076",1
2014,57592,Sheraton SD East Tower,56929,Alliance Star Energy LLC,CA,CISO,0.0,0,0,37.0,486,1,0.0,0,0,0.0,0,0,37.0,486,1
2014,55882,Sierra Pacific Aberdeen,17164,Sierra Pacific Industries Inc,WA,BPAT,0.0,0,0,0.0,0,0,"1,850.0","20,068",1,0.0,0,0,"1,850.0","20,068",1
2014,55049,Sierra Pacific Anderson Facility,17164,Sierra Pacific Industries Inc,CA,CISO,0.0,0,0,0.0,0,0,391.0,"3,696",1,0.0,0,0,391.0,"3,696",1
2014,50068,Sierra Power,18587,Sierra Power Corp,CA,CISO,0.0,0,0,0.0,0,0,24.0,261,1,0.0,0,0,24.0,261,1
2014,10849,Silver Bay Power,3807,Cleveland Cliffs Inc,MN,MISO,0.0,0,0,0.0,0,0,"37,688.0","628,768",1,0.0,0,0,"37,688.0","628,768",1
2014,57933,Solar Star California II LLC,58101,Solar Star California II LLC,CA,BANC,0.0,0,0,0.0,0,0,272.0,"4,283",1,0.0,0,0,272.0,"4,283",1
2014,57770,South Bay Fuel Cell Plant,57047,BioFuels Point Loma LLC,CA,CISO,0.0,0,0,"1,033.0","9,754",1,0.0,0,0,0.0,0,0,"1,033.0","9,754",1
2014,58423,Southbridge PV,57081,"Washington Gas Energy Systems, Inc.",MA,ISNE,0.0,0,0,302.0,"3,292",1,0.0,0,0,0.0,0,0,302.0,"3,292",1
2014,57683,"Staples La Mirada, CA",57007,"SunE WF3-ST Holdings, LLC",CA,CISO,0.0,0,0,239.0,"1,781",1,0.0,0,0,0.0,0,0,239.0,"1,781",1
2014,59363,State Street Solar LLC,58258,SunRay Power LLC,MA,ISNE,0.0,0,0,135.0,899,1,0.0,0,0,0.0,0,0,135.0,899,1
2014,59765,Stetson Road Solar - Barre I,59232,Kearsarge Solar LLC,MA,ISNE,0.0,0,0,213.0,"1,838",1,0.0,0,0,0.0,0,0,213.0,"1,838",1
2014,54149,Stony Brook Cogen Plant,13587,Nissequoque Cogen Partners,NY,NYIS,0.0,0,0,"26,585.0","226,961",1,0.0,0,0,0.0,0,0,"26,585.0","226,961",1
2014,59015,Stow PV,58863,Main Street Power,MA,ISNE,0.0,0,0,181.0,"3,046",1,0.0,0,0,0.0,0,0,181.0,"3,046",1
2014,58839,Sudbury Landfill,58721,Solar Sudbury One LF LLC,MA,ISNE,0.0,0,0,200.0,"1,957",1,0.0,0,0,0.0,0,0,200.0,"1,957",1
2014,58588,Sue Cleveland High School,57081,"Washington Gas Energy Systems, Inc.",NM,PNM,0.0,0,0,161.0,"2,440",1,0.0,0,0,0.0,0,0,161.0,"2,440",1
2014,57010,SunEdison Anheuser Busch Fairfield,56434,SunE M5 Holdings LLC,CA,CISO,0.0,0,0,250.0,"2,091",1,0.0,0,0,0.0,0,0,250.0,"2,091",1
2014,57007,SunEdison Ironwood State Prison,56297,SunE CPA CDC2 LLC,CA,CISO,0.0,0,0,239.0,"2,292",1,0.0,0,0,0.0,0,0,239.0,"2,292",1
2014,57008,SunEdison Procter & Gamble Oxnard,56431,SunE U6 Holdings LLC,CA,CISO,0.0,0,0,264.0,"1,956",1,0.0,0,0,0.0,0,0,264.0,"1,956",1
2014,57004,SunEdison Walgreens Moreno Valley,56294,SunE WG113 Moreno Valley LLC,CA,CISO,0.0,0,0,201.0,"1,839",1,0.0,0,0,0.0,0,0,201.0,"1,839",1
2014,57012,SunEdison Walmart Apple Valley DC,56434,SunE M5 Holdings LLC,CA,CISO,0.0,0,0,314.0,"2,588",1,0.0,0,0,0.0,0,0,314.0,"2,588",1
2014,55015,Sweeny Cogen Facility,22214,Sweeny Cogeneration LP,TX,ERCO,0.0,0,0,0.0,0,0,"74,838.0","1,008,782",1,0.0,0,0,"74,838.0","1,008,782",1
2014,58232,Tahquitz High School,58661,"Sustainable Power Group, LLC",CA,CISO,.,.,.,228.0,"1,812",1,.,.,.,.,.,.,228.0,"1,812",1
2014,59330,Taylor Farms,59129,"Foundation CA Fund VII Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,17.0,210,1,0.0,0,0,17.0,210,1
2014,57594,Teichert Materials-Teichert Vernalis,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0.0,0,0,0.0,0,0,71.0,"1,151",1,0.0,0,0,71.0,"1,151",1
2014,10093,Tesoro Hawaii,58553,PAR Petroleum,HI,NA,0.0,0,0,0.0,0,0,"2,157.0","7,845",1,0.0,0,0,"2,157.0","7,845",1
2014,58356,The Lawrenceville School Solar Facility,57411,KDC Solar O&M LLC,NJ,PJM,0.0,0,0,674.0,"8,985",1,0.0,0,0,0.0,0,0,674.0,"8,985",1
2014,58917,Tioga Solar Morris County 1 LLC,58661,"Sustainable Power Group, LLC",NJ,PJM,.,.,.,296.0,"1,511",1,.,.,.,.,.,.,296.0,"1,511",1
2014,57647,"Toys R Us- DE, Inc. at Mt. Olive, NJ",56976,"Constellation Solar New Jersey II, LLC",NJ,PJM,0.0,0,0,371.0,"4,852",1,0.0,0,0,0.0,0,0,371.0,"4,852",1
2014,59390,True North,58677,CD US Solar MT1 LLC,MA,ISNE,0.0,0,0,"2,456.0","9,585",3,0.0,0,0,0.0,0,0,"2,456.0","9,585",3
2014,57735,UCSD Fuel Cell Plant,57047,BioFuels Point Loma LLC,CA,CISO,0.0,0,0,"2,576.0","19,079",1,0.0,0,0,0.0,0,0,"2,576.0","19,079",1
2014,59749,UMES (MD) - Princess Anne,58473,"NVT LICENSES, LLC",MD,PJM,0.0,0,0,311.0,"3,343",1,0.0,0,0,0.0,0,0,311.0,"3,343",1
2014,57420,UTS SJ1 LLC,56749,UTS SJ1 LLC,CA,CISO,0.0,0,0,"1,239.0","9,717",1,0.0,0,0,0.0,0,0,"1,239.0","9,717",1
2014,58516,Union HS at Casa Grande,58491,"Constellation NewEnergy, Inc",AZ,AZPS,0.0,0,0,296.0,"3,343",1,0.0,0,0,0.0,0,0,296.0,"3,343",1
2014,58040,United Stationers Supply Solar Electric,57411,KDC Solar O&M LLC,NJ,PJM,0.0,0,0,176.0,"2,930",1,0.0,0,0,0.0,0,0,176.0,"2,930",1
2014,54780,University of Illinois Abbott Power Plt,19528,University of Illinois,IL,MISO,134.0,931,236,"1,398.0","16,480",81,0.0,0,0,0.0,0,0,"1,532.0","17,411",317
2014,59781,Upper Blackstone (MA) Treasure Valley,59546,"Nexamp Treasure Valley Solar, LLC",MA,ISNE,0.0,0,0,254.0,"2,695",3,0.0,0,0,0.0,0,0,254.0,"2,695",3
2014,58517,Vista Grande HS at Casa Grande,58491,"Constellation NewEnergy, Inc",AZ,AZPS,0.0,0,0,256.0,"2,888",1,0.0,0,0,0.0,0,0,256.0,"2,888",1
2014,58401,Volkswagen Solar System,58385,SR Enterprise South LLC,TN,TVA,0.0,0,0,0.0,0,0,"1,423.0","13,951",1,0.0,0,0,"1,423.0","13,951",1
2014,56922,WWRF Solar Plant,56431,SunE U6 Holdings LLC,CO,PSCO,0.0,0,0,0.0,0,0,145.0,"2,973",1,0.0,0,0,145.0,"2,973",1
2014,58123,Wakefern Food Corp,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0.0,0,0,193.0,"2,744",1,0.0,0,0,0.0,0,0,193.0,"2,744",1
2014,57006,Walgreens Woodland Distribution Center,56296,SunE WG45 Woodland LLC,CA,CISO,0.0,0,0,193.0,"1,586",1,0.0,0,0,0.0,0,0,193.0,"1,586",1
2014,50077,Waste Energy Services,5677,Waste Energy Services Inc,MI,MISO,0.0,0,0,0.0,0,0,54.0,469,1,0.0,0,0,54.0,469,1
2014,50216,Watson Cogeneration,867,ARCO Products Co-Watson,CA,CISO,0.0,0,0,0.0,0,0,"46,604.0","762,023",1,0.0,0,0,"46,604.0","762,023",1
2014,58244,West Valley High School Solar,58661,"Sustainable Power Group, LLC",CA,CISO,.,.,.,197.0,"1,554",1,.,.,.,.,.,.,197.0,"1,554",1
2014,59368,Westborough Solar LLC,58258,SunRay Power LLC,MA,ISNE,0.0,0,0,85.0,694,1,0.0,0,0,0.0,0,0,85.0,694,1
2014,58357,White Rose Foods Solar Facility,57411,KDC Solar O&M LLC,NJ,PJM,0.0,0,0,603.0,"5,950",1,0.0,0,0,0.0,0,0,603.0,"5,950",1
2014,57805,William Paterson University,57124,Nautilus Solar WPU LLC,NJ,PJM,0.0,0,0,320.0,"2,302",1,0.0,0,0,0.0,0,0,320.0,"2,302",1
2014,58361,Williams-Sonoma Solar Facility,57411,KDC Solar O&M LLC,NJ,PJM,0.0,0,0,500.0,"4,456",1,0.0,0,0,0.0,0,0,500.0,"4,456",1
These entities are one of the elements used in the state Adjustment lines in the Sales to Ultimate Customers file.,,,,,,,,,,,,,,,,,,,,,
